entity1,relation,entity2
"Star Maker, The (Uomo delle stelle, L')",RELEASED_ON,1996-03-08
"Star Maker, The (Uomo delle stelle, L')",HAS_IMDB_RATING,7.3
Flirting With Disaster,HAS_ACTOR,Mary Tyler Moore
Flirting With Disaster,HAS_ACTOR,Téa Leoni
Flirting With Disaster,HAS_ACTOR,Patricia Arquette
Flirting With Disaster,HAS_ACTOR,Ben Stiller
Flirting With Disaster,HAS_DIRECTOR,David O. Russell
Flirting With Disaster,IN_GENRE,Comedy
Flirting With Disaster,RELEASED_ON,1996-04-12
Flirting With Disaster,HAS_IMDB_RATING,6.8
"NeverEnding Story III, The",HAS_ACTOR,Jack Black
"NeverEnding Story III, The",HAS_ACTOR,Melody Kay
"NeverEnding Story III, The",HAS_ACTOR,Carole Finn
"NeverEnding Story III, The",HAS_ACTOR,Jason James Richter
"NeverEnding Story III, The",HAS_DIRECTOR,Peter MacDonald
"NeverEnding Story III, The",IN_GENRE,Fantasy
"NeverEnding Story III, The",IN_GENRE,Children
"NeverEnding Story III, The",IN_GENRE,Adventure
"NeverEnding Story III, The",RELEASED_ON,1994-10-27
"NeverEnding Story III, The",HAS_IMDB_RATING,3.1
Pie in the Sky,HAS_ACTOR,Josh Charles
Pie in the Sky,HAS_ACTOR,Christine Lahti
Pie in the Sky,HAS_ACTOR,Anne Heche
Pie in the Sky,HAS_ACTOR,John Goodman
Pie in the Sky,HAS_DIRECTOR,Bryan Gordon
Pie in the Sky,IN_GENRE,Romance
Pie in the Sky,IN_GENRE,Comedy
Pie in the Sky,RELEASED_ON,1996-02-09
Pie in the Sky,HAS_IMDB_RATING,5.9
Angela,HAS_ACTOR,John Ventimiglia
Angela,HAS_ACTOR,Anna Levine
Angela,HAS_ACTOR,Charlotte Eve Blythe
Angela,HAS_ACTOR,Miranda Rhyne
Angela,HAS_DIRECTOR,Rebecca Miller
Angela,IN_GENRE,Drama
Angela,RELEASED_ON,1995-01-01
Angela,HAS_IMDB_RATING,6.4
Frankie Starlight,HAS_ACTOR,Gabriel Byrne
Frankie Starlight,HAS_ACTOR,Niall Toibin
Frankie Starlight,HAS_ACTOR,Owen Roe
Frankie Starlight,HAS_ACTOR,Corban Walker
Frankie Starlight,HAS_DIRECTOR,Michael Lindsay-Hogg
Frankie Starlight,IN_GENRE,Drama
Frankie Starlight,IN_GENRE,Romance
Frankie Starlight,RELEASED_ON,1995-11-22
Frankie Starlight,HAS_IMDB_RATING,6.7
Jade,HAS_ACTOR,David Caruso
Jade,HAS_ACTOR,Chazz Palminteri
Jade,HAS_ACTOR,Linda Fiorentino
Jade,HAS_ACTOR,Richard Crenna
Jade,HAS_DIRECTOR,William Friedkin
Jade,IN_GENRE,Thriller
Jade,RELEASED_ON,1995-10-13
Jade,HAS_IMDB_RATING,5.1
Down Periscope,HAS_ACTOR,Lauren Holly
Down Periscope,HAS_ACTOR,Kelsey Grammer
Down Periscope,HAS_ACTOR,Harry Dean Stanton
Down Periscope,HAS_ACTOR,Rob Schneider
Down Periscope,HAS_DIRECTOR,David S. Ward
Down Periscope,IN_GENRE,Comedy
Down Periscope,RELEASED_ON,1996-03-01
Down Periscope,HAS_IMDB_RATING,6.0
Man of the Year,HAS_ACTOR,Vivian Paxton
Man of the Year,HAS_ACTOR,Michael Ornstein
Man of the Year,HAS_ACTOR,Claudette Sutherland
Man of the Year,HAS_ACTOR,Cal Bartlett
Man of the Year,HAS_DIRECTOR,Dirk Shafer
Man of the Year,IN_GENRE,Documentary
Man of the Year,RELEASED_ON,1996-03-15
Man of the Year,HAS_IMDB_RATING,6.1
Up Close and Personal,HAS_ACTOR,Robert Redford
Up Close and Personal,HAS_ACTOR,Michelle Pfeiffer
Up Close and Personal,HAS_ACTOR,Stockard Channing
Up Close and Personal,HAS_ACTOR,Joe Mantegna
Up Close and Personal,HAS_DIRECTOR,Jon Avnet
Up Close and Personal,IN_GENRE,Romance
Up Close and Personal,IN_GENRE,Drama
Up Close and Personal,RELEASED_ON,1996-03-01
Up Close and Personal,HAS_IMDB_RATING,6.1
"Birdcage, The",HAS_ACTOR,Nathan Lane
"Birdcage, The",HAS_ACTOR,Dianne Wiest
"Birdcage, The",HAS_ACTOR,Robin Williams
"Birdcage, The",HAS_ACTOR,Gene Hackman
"Birdcage, The",HAS_DIRECTOR,Mike Nichols
"Birdcage, The",IN_GENRE,Comedy
"Birdcage, The",RELEASED_ON,1996-03-08
"Birdcage, The",HAS_IMDB_RATING,6.9
"Brothers McMullen, The",HAS_ACTOR,Shari Albert
"Brothers McMullen, The",HAS_ACTOR,Maxine Bahns
"Brothers McMullen, The",HAS_ACTOR,Catharine Bolz
"Brothers McMullen, The",HAS_ACTOR,Connie Britton
"Brothers McMullen, The",HAS_DIRECTOR,Edward Burns
"Brothers McMullen, The",IN_GENRE,Comedy
"Brothers McMullen, The",RELEASED_ON,1995-08-09
"Brothers McMullen, The",HAS_IMDB_RATING,6.6
Bad Boys,HAS_ACTOR,Michael Taliferro
Bad Boys,HAS_ACTOR,Lisa Boyle
Bad Boys,HAS_ACTOR,Martin Lawrence
Bad Boys,HAS_ACTOR,Will Smith
Bad Boys,HAS_DIRECTOR,Michael Bay
Bad Boys,IN_GENRE,Thriller
Bad Boys,IN_GENRE,Drama
Bad Boys,IN_GENRE,Crime
Bad Boys,IN_GENRE,Action
Bad Boys,IN_GENRE,Comedy
Bad Boys,RELEASED_ON,1995-04-07
Bad Boys,HAS_IMDB_RATING,6.8
"Amazing Panda Adventure, The",HAS_ACTOR,Wang Fei
"Amazing Panda Adventure, The",HAS_ACTOR,Stephen Lang
"Amazing Panda Adventure, The",HAS_ACTOR,Yi Ding
"Amazing Panda Adventure, The",HAS_ACTOR,Ryan Slater
"Amazing Panda Adventure, The",HAS_DIRECTOR,Christopher Cain
"Amazing Panda Adventure, The",IN_GENRE,Children
"Amazing Panda Adventure, The",IN_GENRE,Adventure
"Amazing Panda Adventure, The",RELEASED_ON,1995-08-25
"Amazing Panda Adventure, The",HAS_IMDB_RATING,5.8
"Basketball Diaries, The",HAS_ACTOR,Leonardo DiCaprio
"Basketball Diaries, The",HAS_ACTOR,Marilyn Sokol
"Basketball Diaries, The",HAS_ACTOR,Lorraine Bracco
"Basketball Diaries, The",HAS_ACTOR,James Madio
"Basketball Diaries, The",HAS_DIRECTOR,Scott Kalvert
"Basketball Diaries, The",IN_GENRE,Drama
"Basketball Diaries, The",RELEASED_ON,1995-04-21
"Basketball Diaries, The",HAS_IMDB_RATING,7.3
"Awfully Big Adventure, An",HAS_ACTOR,Alan Rickman
"Awfully Big Adventure, An",HAS_ACTOR,Alun Armstrong
"Awfully Big Adventure, An",HAS_ACTOR,Georgina Cates
"Awfully Big Adventure, An",HAS_ACTOR,Hugh Grant
"Awfully Big Adventure, An",HAS_DIRECTOR,Mike Newell
"Awfully Big Adventure, An",IN_GENRE,Drama
"Awfully Big Adventure, An",RELEASED_ON,1995-07-21
"Awfully Big Adventure, An",HAS_IMDB_RATING,6.1
Amateur,HAS_ACTOR,Isabelle Huppert
Amateur,HAS_ACTOR,Martin Donovan
Amateur,HAS_ACTOR,Elina Löwensohn
Amateur,HAS_ACTOR,Damian Young
Amateur,HAS_DIRECTOR,Hal Hartley
Amateur,IN_GENRE,Drama
Amateur,IN_GENRE,Thriller
Amateur,IN_GENRE,Crime
Amateur,RELEASED_ON,1995-05-19
Amateur,HAS_IMDB_RATING,7.0
Apollo 13,HAS_ACTOR,Bill Paxton
Apollo 13,HAS_ACTOR,Kevin Bacon
Apollo 13,HAS_ACTOR,Tom Hanks
Apollo 13,HAS_ACTOR,Gary Sinise
Apollo 13,HAS_DIRECTOR,Ron Howard
Apollo 13,IN_GENRE,Drama
Apollo 13,IN_GENRE,Adventure
Apollo 13,IN_GENRE,IMAX
Apollo 13,RELEASED_ON,1995-06-30
Apollo 13,HAS_IMDB_RATING,7.6
Rob Roy,HAS_ACTOR,Liam Neeson
Rob Roy,HAS_ACTOR,Jessica Lange
Rob Roy,HAS_ACTOR,John Hurt
Rob Roy,HAS_ACTOR,Tim Roth
Rob Roy,HAS_DIRECTOR,Michael Caton-Jones
Rob Roy,IN_GENRE,Romance
Rob Roy,IN_GENRE,Drama
Rob Roy,IN_GENRE,Action
Rob Roy,IN_GENRE,War
Rob Roy,RELEASED_ON,1995-04-14
Rob Roy,HAS_IMDB_RATING,6.9
"Addiction, The",HAS_ACTOR,Lili Taylor
"Addiction, The",HAS_ACTOR,Christopher Walken
"Addiction, The",HAS_ACTOR,Annabella Sciorra
"Addiction, The",HAS_ACTOR,Edie Falco
"Addiction, The",HAS_DIRECTOR,Abel Ferrara
"Addiction, The",IN_GENRE,Horror
"Addiction, The",IN_GENRE,Drama
"Addiction, The",RELEASED_ON,1995-10-06
"Addiction, The",HAS_IMDB_RATING,6.4
Batman Forever,HAS_ACTOR,Nicole Kidman
Batman Forever,HAS_ACTOR,Jim Carrey
Batman Forever,HAS_ACTOR,Tommy Lee Jones
Batman Forever,HAS_ACTOR,Val Kilmer
Batman Forever,HAS_DIRECTOR,Joel Schumacher
Batman Forever,IN_GENRE,Action
Batman Forever,IN_GENRE,Adventure
Batman Forever,IN_GENRE,Comedy
Batman Forever,IN_GENRE,Crime
Batman Forever,RELEASED_ON,1995-06-16
Batman Forever,HAS_IMDB_RATING,5.4
Beauty of the Day (Belle de jour),HAS_ACTOR,Catherine Deneuve
Beauty of the Day (Belle de jour),HAS_ACTOR,Jean Sorel
Beauty of the Day (Belle de jour),HAS_ACTOR,Michel Piccoli
Beauty of the Day (Belle de jour),HAS_ACTOR,Geneviève Page
Beauty of the Day (Belle de jour),HAS_DIRECTOR,Luis Buñuel
Beauty of the Day (Belle de jour),IN_GENRE,Drama
Beauty of the Day (Belle de jour),RELEASED_ON,1968-04-10
Beauty of the Day (Belle de jour),HAS_IMDB_RATING,7.8
Beyond Rangoon,HAS_ACTOR,Spalding Gray
Beyond Rangoon,HAS_ACTOR,Patricia Arquette
Beyond Rangoon,HAS_ACTOR,Frances McDormand
Beyond Rangoon,HAS_ACTOR,U Aung Ko
Beyond Rangoon,HAS_DIRECTOR,John Boorman
Beyond Rangoon,IN_GENRE,War
Beyond Rangoon,IN_GENRE,Drama
Beyond Rangoon,IN_GENRE,Adventure
Beyond Rangoon,RELEASED_ON,1995-08-25
Beyond Rangoon,HAS_IMDB_RATING,6.6
Blue in the Face,HAS_ACTOR,Michael J. Fox
Blue in the Face,HAS_ACTOR,Mel Gorham
Blue in the Face,HAS_ACTOR,Roseanne Barr
Blue in the Face,HAS_ACTOR,Lou Reed
Blue in the Face,HAS_DIRECTOR,Wayne Wang|Paul Auster| Harvey Wang
Blue in the Face,IN_GENRE,Drama
Blue in the Face,IN_GENRE,Comedy
Blue in the Face,RELEASED_ON,1995-10-13
Blue in the Face,HAS_IMDB_RATING,6.7
Canadian Bacon,HAS_ACTOR,John Candy
Canadian Bacon,HAS_ACTOR,Alan Alda
Canadian Bacon,HAS_ACTOR,Rhea Perlman
Canadian Bacon,HAS_ACTOR,Kevin Pollak
Canadian Bacon,HAS_DIRECTOR,Michael Moore
Canadian Bacon,IN_GENRE,War
Canadian Bacon,IN_GENRE,Comedy
Canadian Bacon,RELEASED_ON,1995-09-22
Canadian Bacon,HAS_IMDB_RATING,5.9
Casper,HAS_ACTOR,Chauncey Leopardi
Casper,HAS_ACTOR,Cathy Moriarty
Casper,HAS_ACTOR,Malachi Pearson
Casper,HAS_ACTOR,Spencer Vrooman
Casper,HAS_DIRECTOR,Brad Silberling
Casper,IN_GENRE,Children
Casper,IN_GENRE,Adventure
Casper,RELEASED_ON,1995-05-26
Casper,HAS_IMDB_RATING,6.0
Clockers,HAS_ACTOR,Harvey Keitel
Clockers,HAS_ACTOR,Delroy Lindo
Clockers,HAS_ACTOR,John Turturro
Clockers,HAS_ACTOR,Mekhi Phifer
Clockers,HAS_DIRECTOR,Spike Lee
Clockers,IN_GENRE,Drama
Clockers,IN_GENRE,Mystery
Clockers,IN_GENRE,Crime
Clockers,RELEASED_ON,1995-09-13
Clockers,HAS_IMDB_RATING,6.9
Congo,HAS_ACTOR,Tim Curry
Congo,HAS_ACTOR,Laura Linney
Congo,HAS_ACTOR,Dylan Walsh
Congo,HAS_ACTOR,Ernie Hudson
Congo,HAS_DIRECTOR,Frank Marshall
Congo,IN_GENRE,Adventure
Congo,IN_GENRE,Action
Congo,IN_GENRE,Sci-Fi
Congo,IN_GENRE,Mystery
Congo,RELEASED_ON,1995-06-09
Congo,HAS_IMDB_RATING,5.0
Crimson Tide,HAS_ACTOR,Denzel Washington
Crimson Tide,HAS_ACTOR,Gene Hackman
Crimson Tide,HAS_ACTOR,Matt Craven
Crimson Tide,HAS_ACTOR,George Dzundza
Crimson Tide,HAS_DIRECTOR,Tony Scott
Crimson Tide,IN_GENRE,Thriller
Crimson Tide,IN_GENRE,Drama
Crimson Tide,IN_GENRE,War
Crimson Tide,RELEASED_ON,1995-05-12
Crimson Tide,HAS_IMDB_RATING,7.3
Crumb,HAS_ACTOR,Aline Kominsky
Crumb,HAS_ACTOR,Robert Crumb
Crumb,HAS_ACTOR,Maxon Crumb
Crumb,HAS_ACTOR,Charles Crumb
Crumb,HAS_DIRECTOR,Terry Zwigoff
Crumb,IN_GENRE,Documentary
Crumb,RELEASED_ON,1995-04-28
Crumb,HAS_IMDB_RATING,8.0
Desperado,HAS_ACTOR,Antonio Banderas
Desperado,HAS_ACTOR,Cheech Marin
Desperado,HAS_ACTOR,Joaquim de Almeida
Desperado,HAS_ACTOR,Salma Hayek
Desperado,HAS_DIRECTOR,Robert Rodriguez
Desperado,IN_GENRE,Romance
Desperado,IN_GENRE,Action
Desperado,IN_GENRE,Western
Desperado,RELEASED_ON,1995-08-25
Desperado,HAS_IMDB_RATING,7.2
Devil in a Blue Dress,HAS_ACTOR,Denzel Washington
Devil in a Blue Dress,HAS_ACTOR,Jennifer Beals
Devil in a Blue Dress,HAS_ACTOR,Tom Sizemore
Devil in a Blue Dress,HAS_ACTOR,Don Cheadle
Devil in a Blue Dress,HAS_DIRECTOR,Carl Franklin
Devil in a Blue Dress,IN_GENRE,Mystery
Devil in a Blue Dress,IN_GENRE,Film-Noir
Devil in a Blue Dress,IN_GENRE,Thriller
Devil in a Blue Dress,IN_GENRE,Crime
Devil in a Blue Dress,RELEASED_ON,1995-09-29
Devil in a Blue Dress,HAS_IMDB_RATING,6.7
Die Hard: With a Vengeance,HAS_ACTOR,Bruce Willis
Die Hard: With a Vengeance,HAS_ACTOR,Samuel L. Jackson
Die Hard: With a Vengeance,HAS_ACTOR,Jeremy Irons
Die Hard: With a Vengeance,HAS_ACTOR,Graham Greene
Die Hard: With a Vengeance,HAS_DIRECTOR,John McTiernan
Die Hard: With a Vengeance,IN_GENRE,Crime
Die Hard: With a Vengeance,IN_GENRE,Thriller
Die Hard: With a Vengeance,IN_GENRE,Action
Die Hard: With a Vengeance,RELEASED_ON,1995-05-19
Die Hard: With a Vengeance,HAS_IMDB_RATING,7.6
"Doom Generation, The",HAS_ACTOR,Rose McGowan
"Doom Generation, The",HAS_ACTOR,Johnathon Schaech
"Doom Generation, The",HAS_ACTOR,Cress Williams
"Doom Generation, The",HAS_ACTOR,James Duval
"Doom Generation, The",HAS_DIRECTOR,Gregg Araki
"Doom Generation, The",IN_GENRE,Drama
"Doom Generation, The",IN_GENRE,Crime
"Doom Generation, The",IN_GENRE,Comedy
"Doom Generation, The",RELEASED_ON,1995-10-27
"Doom Generation, The",HAS_IMDB_RATING,5.9
Feast of July,HAS_ACTOR,Embeth Davidtz
Feast of July,HAS_ACTOR,James Purefoy
Feast of July,HAS_ACTOR,Tom Bell
Feast of July,HAS_ACTOR,Gemma Jones
Feast of July,HAS_DIRECTOR,Christopher Menaul
Feast of July,IN_GENRE,Drama
Feast of July,RELEASED_ON,1995-10-13
Feast of July,HAS_IMDB_RATING,6.4
First Knight,HAS_ACTOR,Sean Connery
First Knight,HAS_ACTOR,Julia Ormond
First Knight,HAS_ACTOR,Richard Gere
First Knight,HAS_ACTOR,Ben Cross
First Knight,HAS_DIRECTOR, Jerry Zucker
First Knight,IN_GENRE,Romance
First Knight,IN_GENRE,Action
First Knight,IN_GENRE,Drama
First Knight,RELEASED_ON,1995-07-07
First Knight,HAS_IMDB_RATING,5.9
Free Willy 2: The Adventure Home,HAS_ACTOR,Francis Capra
Free Willy 2: The Adventure Home,HAS_ACTOR,Mary Kate Schellhardt
Free Willy 2: The Adventure Home,HAS_ACTOR,August Schellenberg
Free Willy 2: The Adventure Home,HAS_ACTOR,Jason James Richter
Free Willy 2: The Adventure Home,HAS_DIRECTOR,Dwight H. Little
Free Willy 2: The Adventure Home,IN_GENRE,Adventure
Free Willy 2: The Adventure Home,IN_GENRE,Drama
Free Willy 2: The Adventure Home,IN_GENRE,Children
Free Willy 2: The Adventure Home,RELEASED_ON,1995-07-19
Free Willy 2: The Adventure Home,HAS_IMDB_RATING,4.9
Hackers,HAS_ACTOR,Jesse Bradford
Hackers,HAS_ACTOR,Jonny Lee Miller
Hackers,HAS_ACTOR,Matthew Lillard
Hackers,HAS_ACTOR,Angelina Jolie
Hackers,HAS_DIRECTOR,Iain Softley
Hackers,IN_GENRE,Action
Hackers,IN_GENRE,Adventure
Hackers,IN_GENRE,Crime
Hackers,IN_GENRE,Thriller
Hackers,RELEASED_ON,1995-09-15
Hackers,HAS_IMDB_RATING,6.2
Jeffrey,HAS_ACTOR,Patrick Stewart
Jeffrey,HAS_ACTOR,Michael T. Weiss
Jeffrey,HAS_ACTOR,Steven Weber
Jeffrey,HAS_ACTOR,David Thornton
Jeffrey,HAS_DIRECTOR,Christopher Ashley
Jeffrey,IN_GENRE,Comedy
Jeffrey,IN_GENRE,Drama
Jeffrey,RELEASED_ON,1995-08-18
Jeffrey,HAS_IMDB_RATING,6.7
Johnny Mnemonic,HAS_ACTOR,Takeshi Kitano
Johnny Mnemonic,HAS_ACTOR,Keanu Reeves
Johnny Mnemonic,HAS_ACTOR,Ice-T
Johnny Mnemonic,HAS_ACTOR,Dina Meyer
Johnny Mnemonic,HAS_DIRECTOR,Robert Longo
Johnny Mnemonic,IN_GENRE,Sci-Fi
Johnny Mnemonic,IN_GENRE,Action
Johnny Mnemonic,IN_GENRE,Thriller
Johnny Mnemonic,RELEASED_ON,1995-05-26
Johnny Mnemonic,HAS_IMDB_RATING,5.5
Judge Dredd,HAS_ACTOR,Jürgen Prochnow
Judge Dredd,HAS_ACTOR,Sylvester Stallone
Judge Dredd,HAS_ACTOR,Rob Schneider
Judge Dredd,HAS_ACTOR,Armand Assante
Judge Dredd,HAS_DIRECTOR,Danny Cannon
Judge Dredd,IN_GENRE,Sci-Fi
Judge Dredd,IN_GENRE,Crime
Judge Dredd,IN_GENRE,Action
Judge Dredd,RELEASED_ON,1995-06-30
Judge Dredd,HAS_IMDB_RATING,5.4
Jury Duty,HAS_ACTOR,Pauly Shore
Jury Duty,HAS_ACTOR,Brian Doyle-Murray
Jury Duty,HAS_ACTOR,Stanley Tucci
Jury Duty,HAS_ACTOR,Tia Carrere
Jury Duty,HAS_DIRECTOR,John Fortenberry
Jury Duty,IN_GENRE,Comedy
Jury Duty,RELEASED_ON,1995-04-12
Jury Duty,HAS_IMDB_RATING,4.0
Kids,HAS_ACTOR,Leo Fitzpatrick
Kids,HAS_ACTOR,Joseph Chan
Kids,HAS_ACTOR,Sarah Henderson
Kids,HAS_ACTOR,Justin Pierce
Kids,HAS_DIRECTOR,Larry Clark
Kids,IN_GENRE,Drama
Kids,RELEASED_ON,1995-09-01
Kids,HAS_IMDB_RATING,7.0
Living in Oblivion,HAS_ACTOR,Steve Buscemi
Living in Oblivion,HAS_ACTOR,Danielle von Zerneck
Living in Oblivion,HAS_ACTOR,Dermot Mulroney
Living in Oblivion,HAS_ACTOR,Catherine Keener
Living in Oblivion,HAS_DIRECTOR,Tom DiCillo
Living in Oblivion,IN_GENRE,Comedy
Living in Oblivion,RELEASED_ON,1995-07-21
Living in Oblivion,HAS_IMDB_RATING,7.6
Lord of Illusions,HAS_ACTOR,Sheila Tousey
Lord of Illusions,HAS_ACTOR,Joseph Latimore
Lord of Illusions,HAS_ACTOR,Kevin J. O'Connor
Lord of Illusions,HAS_ACTOR,Scott Bakula
Lord of Illusions,HAS_DIRECTOR,Clive Barker
Lord of Illusions,IN_GENRE,Horror
Lord of Illusions,RELEASED_ON,1995-08-25
Lord of Illusions,HAS_IMDB_RATING,6.0
Love & Human Remains,HAS_ACTOR,Thomas Gibson
Love & Human Remains,HAS_ACTOR,Ruth Marshall
Love & Human Remains,HAS_ACTOR,Cameron Bancroft
Love & Human Remains,HAS_ACTOR,Mia Kirshner
Love & Human Remains,HAS_DIRECTOR,Denys Arcand
Love & Human Remains,IN_GENRE,Drama
Love & Human Remains,IN_GENRE,Comedy
Love & Human Remains,RELEASED_ON,1995-06-23
Love & Human Remains,HAS_IMDB_RATING,6.8
Mad Love,HAS_ACTOR,Chris O'Donnell
Mad Love,HAS_ACTOR,Richard Chaim
Mad Love,HAS_ACTOR,Drew Barrymore
Mad Love,HAS_ACTOR,Matthew Lillard
Mad Love,HAS_DIRECTOR,Antonia Bird
Mad Love,IN_GENRE,Romance
Mad Love,IN_GENRE,Drama
Mad Love,RELEASED_ON,1995-05-26
Mad Love,HAS_IMDB_RATING,5.2
Mallrats,HAS_ACTOR,Shannen Doherty
Mallrats,HAS_ACTOR,Jason Lee
Mallrats,HAS_ACTOR,Jeremy London
Mallrats,HAS_ACTOR,Claire Forlani
Mallrats,HAS_DIRECTOR,Kevin Smith
Mallrats,IN_GENRE,Comedy
Mallrats,IN_GENRE,Romance
Mallrats,RELEASED_ON,1995-10-20
Mallrats,HAS_IMDB_RATING,7.2
Mighty Morphin Power Rangers: The Movie,HAS_ACTOR,Karan Ashley
Mighty Morphin Power Rangers: The Movie,HAS_ACTOR,Johnny Yong Bosch
Mighty Morphin Power Rangers: The Movie,HAS_ACTOR,Steve Cardenas
Mighty Morphin Power Rangers: The Movie,HAS_ACTOR,Jason David Frank
Mighty Morphin Power Rangers: The Movie,HAS_DIRECTOR,Bryan Spicer
Mighty Morphin Power Rangers: The Movie,IN_GENRE,Children
Mighty Morphin Power Rangers: The Movie,IN_GENRE,Action
Mighty Morphin Power Rangers: The Movie,RELEASED_ON,1995-06-30
Mighty Morphin Power Rangers: The Movie,HAS_IMDB_RATING,5.0
Mute Witness,HAS_ACTOR,Fay Ripley
Mute Witness,HAS_ACTOR,Evan Richards
Mute Witness,HAS_ACTOR,Oleg Yankovskiy
Mute Witness,HAS_ACTOR,Marina Zudina
Mute Witness,HAS_DIRECTOR,Anthony Waller
Mute Witness,IN_GENRE,Thriller
Mute Witness,IN_GENRE,Horror
Mute Witness,IN_GENRE,Comedy
Mute Witness,RELEASED_ON,1995-09-15
Mute Witness,HAS_IMDB_RATING,6.8
Nadja,HAS_ACTOR,Elina Löwensohn
Nadja,HAS_ACTOR,Nic Ratner
Nadja,HAS_ACTOR,Karl Geary
Nadja,HAS_ACTOR,Peter Fonda
Nadja,HAS_DIRECTOR,Michael Almereyda
Nadja,IN_GENRE,Drama
Nadja,RELEASED_ON,1995-09-01
Nadja,HAS_IMDB_RATING,6.0
"Net, The",HAS_ACTOR,Sandra Bullock
"Net, The",HAS_ACTOR,Diane Baker
"Net, The",HAS_ACTOR,Jeremy Northam
"Net, The",HAS_ACTOR,Dennis Miller
"Net, The",HAS_DIRECTOR,Irwin Winkler
"Net, The",IN_GENRE,Action
"Net, The",IN_GENRE,Crime
"Net, The",IN_GENRE,Thriller
"Net, The",RELEASED_ON,1995-07-28
"Net, The",HAS_IMDB_RATING,5.8
Nine Months,HAS_ACTOR,Hugh Grant
Nine Months,HAS_ACTOR,Joan Cusack
Nine Months,HAS_ACTOR,Tom Arnold
Nine Months,HAS_ACTOR,Julianne Moore
Nine Months,HAS_DIRECTOR,Chris Columbus
Nine Months,IN_GENRE,Romance
Nine Months,IN_GENRE,Comedy
Nine Months,RELEASED_ON,1995-07-12
Nine Months,HAS_IMDB_RATING,5.4
Party Girl,HAS_ACTOR,Guillermo Díaz
Party Girl,HAS_ACTOR,Anthony DeSando
Party Girl,HAS_ACTOR,Donna Mitchell
Party Girl,HAS_ACTOR,Parker Posey
Party Girl,HAS_DIRECTOR,Daisy von Scherler Mayer
Party Girl,IN_GENRE,Comedy
Party Girl,RELEASED_ON,1995-06-09
Party Girl,HAS_IMDB_RATING,6.6
"Prophecy, The",HAS_ACTOR,Christopher Walken
"Prophecy, The",HAS_ACTOR,Eric Stoltz
"Prophecy, The",HAS_ACTOR,Virginia Madsen
"Prophecy, The",HAS_ACTOR,Elias Koteas
"Prophecy, The",HAS_DIRECTOR,Gregory Widen
"Prophecy, The",IN_GENRE,Fantasy
"Prophecy, The",IN_GENRE,Horror
"Prophecy, The",IN_GENRE,Mystery
"Prophecy, The",RELEASED_ON,1995-09-01
"Prophecy, The",HAS_IMDB_RATING,6.6
Reckless,HAS_ACTOR,Mary-Louise Parker
Reckless,HAS_ACTOR,Scott Glenn
Reckless,HAS_ACTOR,Tony Goldwyn
Reckless,HAS_ACTOR,Mia Farrow
Reckless,HAS_DIRECTOR,Norman René
Reckless,IN_GENRE,Fantasy
Reckless,IN_GENRE,Comedy
Reckless,RELEASED_ON,1995-11-17
Reckless,HAS_IMDB_RATING,5.0
Safe,HAS_ACTOR,Julianne Moore
Safe,HAS_ACTOR,Julie Burgess
Safe,HAS_ACTOR,Dean Norris
Safe,HAS_ACTOR,Xander Berkeley
Safe,HAS_DIRECTOR,Todd Haynes
Safe,IN_GENRE,Thriller
Safe,RELEASED_ON,1995-06-30
Safe,HAS_IMDB_RATING,7.1
"Scarlet Letter, The",HAS_ACTOR,Demi Moore
"Scarlet Letter, The",HAS_ACTOR,Robert Duvall
"Scarlet Letter, The",HAS_ACTOR,Gary Oldman
"Scarlet Letter, The",HAS_ACTOR,Lisa Andoh
"Scarlet Letter, The",HAS_DIRECTOR,Roland Joffé
"Scarlet Letter, The",IN_GENRE,Drama
"Scarlet Letter, The",IN_GENRE,Romance
"Scarlet Letter, The",RELEASED_ON,1995-10-13
"Scarlet Letter, The",HAS_IMDB_RATING,5.1
Showgirls,HAS_ACTOR,Glenn Plummer
Showgirls,HAS_ACTOR,Kyle MacLachlan
Showgirls,HAS_ACTOR,Gina Gershon
Showgirls,HAS_ACTOR,Elizabeth Berkley
Showgirls,HAS_DIRECTOR,Paul Verhoeven
Showgirls,IN_GENRE,Drama
Showgirls,RELEASED_ON,1995-09-22
Showgirls,HAS_IMDB_RATING,4.6
Smoke,HAS_ACTOR,Giancarlo Esposito
Smoke,HAS_ACTOR,Stephen Gevedon
Smoke,HAS_ACTOR,José Zúñiga
Smoke,HAS_ACTOR,Harvey Keitel
Smoke,HAS_DIRECTOR,Paul Auster|Wayne Wang
Smoke,IN_GENRE,Comedy
Smoke,IN_GENRE,Drama
Smoke,RELEASED_ON,1995-06-09
Smoke,HAS_IMDB_RATING,7.4
Something to Talk About,HAS_ACTOR,Julia Roberts
Something to Talk About,HAS_ACTOR,Robert Duvall
Something to Talk About,HAS_ACTOR,Dennis Quaid
Something to Talk About,HAS_ACTOR,Gena Rowlands
Something to Talk About,HAS_DIRECTOR,Lasse Hallström
Something to Talk About,IN_GENRE,Drama
Something to Talk About,IN_GENRE,Romance
Something to Talk About,IN_GENRE,Comedy
Something to Talk About,RELEASED_ON,1995-08-04
Something to Talk About,HAS_IMDB_RATING,5.7
Species,HAS_ACTOR,Alfred Molina
Species,HAS_ACTOR,Michael Madsen
Species,HAS_ACTOR,Forest Whitaker
Species,HAS_ACTOR,Ben Kingsley
Species,HAS_DIRECTOR,Roger Donaldson
Species,IN_GENRE,Sci-Fi
